incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
INC000705,Arson,southwest,Maplewood,AZ,5339 Maple Dr,32.782558,-100.108707,2019-03-08 09:06:03,OFF0014,Ashley,Davis,7638.0,SUS00645,Emily,Johnson,46.0,Male,Black,VIC00322,James,Flores,55.0,Male,(901) -54-7-8986,Knife,High,Resolved,Arrest Made,2.0,23118.02,No,Incident at 5339 Maple Dr. Officer responded at scene.
INC001487,Battery,Northwest,Riverside,PA,3012 River Rd,34.714514,-101.065627,2021-07-31 08:05:29,OFF0122,William,Scott,3293.0,SUS00165,Mark,Green,69.0,Male,asian,VIC00947,Barbara,Moore,49.0,Female,270-193-8544,Firearm,Low,Resolved,Arrest Made,5.0,22917.49,No,Incident at 3012 River Rd. Officer responded at scene.
INC002151,Drug Offense,midtown,Fairview,CA,7797 Oak Ave,36.974169,65.9382,2024-05-24 01:00:19,OFF0087,Nancy,Hall,8569.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00222,Susan,Scott,68.0,Unknown,593-476-4422,Blunt Object,Low,Resolved,No Arrest,2.0,48732.42,Yes,Incident at 7797 Oak Ave. Officer responded at scene.
INC001984,Theft,East,Maplewood,FL,8025 Elm Blvd,32.426421,-101.254107,2024-07-22 18:38:19,OFF0108,William,White,9002.0,SUS00087,David,Miller,37.0,Female,Asian,VIC00819,Nancy,Lee,49.0,Male,735-115-6340,Unarmed,Medium,Under Investigation,No Arrest,2.0,24936.62,No,Incident at 8025 Elm Blvd. Officer responded at scene.
INC003256,Assault,North,Riverside,FL,8604 Elm Blvd,34.147578,-81.227113,2019-12-29 18:08:12,OFF0108,Carol,Hall,5769.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00067,Mark,Torres,63.0,Male,838-197-6433,Rifle,Critical,Pending,No Arrest,2.0,22276.95,No,Incident at 8604 Elm Blvd. Officer responded at scene.
INC001542,Homicide,South,Hillcrest,TX,6930 Elm Blvd,38.313937,-95.248501,2018-07-23 03:55:15,OFF0014,Anthony,Flores,8396.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00406,Sarah,Jackson,72.0,Female,965-362-2086,Bat,High,Pending,Arrest Made,3.0,13324.21,No,Incident at 6930 Elm Blvd. Officer responded at scene.
INC000399,Theft,north,Springfield,IL,2765 River Rd,47.457071,-87.333497,2018-08-09 23:08:23,OFF0128,Patricia,Jones,2471.0,SUS00154,Michael,Young,30.0,Male,Black,VIC00441,Nancy,Thomas,69.0,Female,780-762-8436,Bat,Low,Resolved,Dismissed,3.0,10780.97,Yes,Incident at 2765 River Rd. Officer responded at scene.
INC001092,Sexual Assault,Central,Fairview,TX,9586 Elm Blvd,31.656036,-102.805255,2021-07-31 08:05:29,OFF0132,Jessica,Davis,6099.0,SUS00561,John,Jackson,69.0,Male,Black,VIC00687,Mark,Nguyen,58.0,Female,821-220-5985,Firearm,Medium,Pending,Dismissed,3.0,34454.75,No,Incident at 9586 Elm Blvd. Officer responded at scene.
INC000418,Assault,North,Hillcrest,CA,5405 Sunset Blvd,32.017789,-79.630217,2022-09-09 02:24:06,OFF0061,Nancy,Lee,8761.0,SUS00269,Emily,Brown,46.0,Male,BLACK,VIC00887,Robert,Green,67.0,Male,579-113-1774,Firearm,Critical,Open,Arrest Made,2.0,36010.19,No,Incident at 5405 Sunset Blvd. Officer responded at scene.
INC002721,Drunk Driving,Northeast,Oakdale,TX,2768 Maple Dr,45.310893,-93.871429,2018-10-23 21:15:12,OFF0012,Michelle,Thomas,8104.0,SUS00704,Anthony,Williams,44.0,Male,Black,VIC00950,Jessica,Garcia,79.0,Other,973-988-2938,Hands/Feet,Critical,Under Investigation,Warning Issued,4.0,15444.42,No,No notes available
INC002092,Trespassing,Northeast,Oakdale,FL,5275 Elm Blvd,44.149236,-94.6682905,2021-01-20 08:14:42,OFF0027,  Chris  ,Thomas,5959.0,SUS00765,Michelle,Flores,67.0,Female,white,VIC00230,John,Lee,34.0,Female,505-790-5206,Firearm,Critical,Open,Warning Issued,5.0,48806.63,No,Incident at 5275 Elm Blvd. Officer responded at scene.
INC001955,Drunk Driving,Northeast,Springfield,NY,5895 Oak Ave,41.834918,-110.729628,2024-09-14 04:57:04,OFF0053,Linda,Lee,2696.0,SUS00514,Chris,Flores,58.0,Female,BLACK,VIC00023,John,Hall,52.0,Male,Unknown,Rifle,Low,Under Investigation,Warning Issued,2.0,42858.91,No,No notes available
INC001679,Robbery,South,Springfield,GA,4449 Lincoln St,44.169881,-114.382298,2020-03-21 14:25:42,OFF0010,Michelle,Smith,4461.0,SUS00374,Carol,Brown,64.0,Female,Black,VIC00568,Matthew,Flores,88.0,Male,Unknown,Unarmed,High,Pending,Arrest Made,4.0,14949.65,Yes,Incident at 4449 Lincoln St. Officer responded at scene.
INC003554,Hacking,Northwest,Hillcrest,NY,1665 Washington Ave,33.196324,-92.074164,2024-01-26 09:35:20,OFF0140,Daniel,Thompson,5215.0,SUS00396,Mark,Green,42.0,Female,white,VIC00361,Matthew,Young,69.0,Female,590-852-3341,Knife,High,Closed,No Arrest,4.0,23647.95,No,No notes available
INC002046,Burglary,South,Riverside,NY,3735 Lincoln St,36.963768,-96.031471,2021-07-31 08:05:29,OFF0127,Mary,Young,5348.0,SUS00070,Karen,Moore,18.0,Female,Unknown,VIC00073,Sarah,Hall,34.0,Female,Unknown,Hands/Feet,Medium,Pending,Arrest Made,5.0,2065.03,Yes,Incident at 3735 Lincoln St. Officer responded at scene.
INC001606,Online Fraud,Southwest,Lakewood,OH,2654 River Rd,26.562246,-102.681595,2021-02-12 16:36:51,OFF0066,John,Martin,9914.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00728,Ashley,Martin,67.0,Male,256-246-2111,Knife,High,Under Investigation,Arrest Made,0.0,10803.4,No,Incident at 2654 River Rd. Officer responded at scene.
INC002870,Sexual Assault,Central,Riverside,AZ,1302 Washington Ave,46.837325,-78.640266,2021-05-19 17:59:01,OFF0072,  Matthew  ,Davis,5209.0,SUS00255,Daniel,Garcia,24.0,Female,White,VIC00907,Chris,Torres,49.0,Female,282-734-7176,Firearm,Medium,Pending,Dismissed,2.0,4987.45,No,Incident at 1302 Washington Ave. Officer responded at scene.
INC001665,Sexual Assault,Southeast,Springfield,AZ,6427 River Rd,27.275195,-103.149482,2021-01-15 19:27:17,OFF0133,Emily,Smith,8001.0,SUS00108,Joseph,Johnson,16.0,Female,Asian,VIC00424,Robert,Garcia,49.0,Female,631-307-6915,Hands/Feet,High,Resolved,No Arrest,1.0,20243.74,No,Incident at 6427 River Rd. Officer responded at scene.
INC001777,Homicide,Southeast,Fairview,CA,8246 Oak Ave,32.152329,-109.039342,2020-12-16 02:06:34,OFF0139,mary,Thompson,1243.0,SUS00373,Charles,Williams,42.0,Male,Asian,VIC00662,Jennifer,Walker,79.0,Other,826-637-2506,Blunt Object,Medium,Open,Warning Issued,2.0,23630.9,Yes,No notes available
INC000242,Vandalism,south,Oakdale,OH,9432 Lincoln St,38.90983,-71.733738,2024-04-09 14:30:06,OFF0122,Michael,Garcia,1043.0,SUS00238,John,Green,66.0,Unknown,Hispanic,VIC00147,Michelle,Smith,51.0,Female,Unknown,Hands/Feet,High,Closed,Warning Issued,2.0,15127.92,No,Incident at 9432 Lincoln St. Officer responded at scene.
INC000684,Robbery,North,Maplewood,FL,7084 Sunset Blvd,44.664202,-112.016592,2023-03-04 09:16:17,OFF0004,Ashley,Torres,9028.0,Unknown,Unknown,Unknown,46.0,Female,Black,Unknown,Unknown,Unknown,49.0,Male,Unknown,Hands/Feet,Medium,Closed,Dismissed,4.0,23630.9,Yes,Incident at 7084 Sunset Blvd. Officer responded at scene.
INC001919,Property Damage,Midtown,Fairview,TX,9796 Lincoln St,36.974169,-101.317633,2021-01-26 00:54:26,OFF0031,Susan,Flores,3324.0,SUS00027,Michael,Taylor,46.0,Female,Asian,VIC00775,Jessica,Smith,65.0,Male,739-378-6081,Hands/Feet,Low,Closed,No Arrest,1.0,23630.9,Yes,Incident at 9796 Lincoln St. Officer responded at scene.
INC002167,Sexual Assault,North,Riverside,GA,1450 Main St,40.102239,-72.844348,2024-12-17 10:21:08,OFF0096,William,Torres,5065.0,SUS00551,Daniel,Smith,52.0,Female,asian,VIC00673,Sarah,Thompson,49.0,Other,2906909858,Firearm,Low,Resolved,Dismissed,3.0,23630.9,No,Incident at 1450 Main St. Officer responded at scene.
INC000139,Theft/Larceny,South,Riverside,PA,7178 Washington Ave,40.14661,-117.579693,2019-03-22 10:15:36,OFF0102,Richard,Allen,Unknown,SUS00760,Jennifer,Williams,38.0,Male,white,VIC00206,Richard,Brown,49.0,Female,634-842-9177,Hands/Feet,Medium,Closed,Arrest Made,2.0,13648.64,No,Incident at 7178 Washington Ave. Officer responded at scene.
INC000921,Deception,Northeast,Centerville,NC,2679 Lincoln St,33.674065,67.7111,2019-12-05 23:04:38,OFF0043,Daniel,Harris,4578.0,SUS00172,Linda,Harris,63.0,Male,Asian,VIC00693,Nancy,Williams,83.0,Male,241-434-7702,Bat,Medium,Closed,Arrest Made,0.0,46196.01,Yes,No notes available
INC003864,Theft,West,Springfield,TX,3388 Elm Blvd,31.566023,-89.674094,2021-07-31 08:05:29,OFF0115,James,Miller,7477.0,SUS00404,Robert,Walker,53.0,Female,Unknown,VIC00808,Nancy,Wright,29.0,Female,648-973-4613,Unarmed,Low,Closed,Arrest Made,1.0,10410.56,No,Incident at 3388 Elm Blvd. Officer responded at scene.
INC003345,Murder,Northeast,Hillcrest,NC,9628 Oak Ave,33.124938,-113.146584,2021-07-07 13:06:22,OFF0145,CAROL,White,3179.0,SUS00228,Susan,Johnson,64.0,Male,Other,VIC00026,James,Garcia,49.0,Male,Unknown,Hands/Feet,Medium,Closed,No Arrest,2.0,168.48,Yes,Incident at 9628 Oak Ave. Officer responded at scene.
INC002497,Domestic Violence,Central,Centerville,AZ,1270 Lincoln St,42.973557,-88.163327,2019-11-17 02:43:32,OFF0054,Thomas,Miller,2063.0,SUS00683,Barbara,Nguyen,48.0,Female,Other,VIC00948,Richard,Thomas,39.0,Male,(853) -92-6-9584,Blunt Object,Medium,Open,Dismissed,2.0,38185.14,No,Incident at 1270 Lincoln St. Officer responded at scene.
INC000690,Robbery,South,Fairview,IL,7751 Washington Ave,38.570968,-77.539324,2018-03-13 05:33:11,OFF0089,Ashley,Scott,4005.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00779,Emily,Thomas,77.0,Male,542-543-8707,Knife,Critical,Closed,Arrest Made,2.0,27087.58,No,Incident at 7751 Washington Ave. Officer responded at scene.
INC004369,Assault & Battery,Southwest,Centerville,NC,5634 Main St,29.978466,-119.567373,2023-10-16 03:47:08,OFF0137,MARK,Nguyen,6312.0,SUS00506,Susan,Scott,74.0,Female,white,VIC00369,Jessica,Scott,29.0,Unknown,3888883241,Firearm,Low,Closed,Warning Issued,2.0,18954.86,Yes,Incident at 5634 Main St. Officer responded at scene.
INC003726,Sexual Assault,southwest,Oakdale,NY,5848 Oak Ave,34.753148,-83.460004,2024-12-29 06:33:39,OFF0149,  John  ,Walker,1854.0,SUS00657,Joseph,Harris,26.0,Female,Unknown,VIC00912,William,Harris,36.0,Unknown,Unknown,Hands/Feet,Critical,Closed,Warning Issued,4.0,23613.85,No,Incident at 5848 Oak Ave. Officer responded at scene.
INC000838,Burglary,midtown,Hillcrest,AZ,4040 Lincoln St,34.02007,-105.086338,2019-05-27 22:58:19,OFF0080,Mark,Garcia,8786.0,SUS00687,Daniel,Torres,46.0,Female,Unknown,VIC00693,Jessica,Wilson,44.0,Male,(374) -54-5-3031,Knife,Medium,Pending,Arrest Made,2.0,16277.5,No,Incident at 4040 Lincoln St. Officer responded at scene.
INC004537,Drug Offense,Eas,Hillcrest,TX,5928 Park Rd,47.432318,-120.287765,2021-07-31 08:05:29,OFF0071,Richard,Flores,4362.0,SUS00513,Anthony,Lee,49.0,Male,asian,VIC00511,Donna,Lee,52.0,Female,Unknown,Knife,Low,Closed,Dismissed,2.0,44439.54,Yes,Incident at 5928 Park Rd. Officer responded at scene.
INC004924,Trespassing,EAST,Fairview,IL,2653 River Rd,31.401812,-111.552886,2019-05-15 06:06:15,OFF0112,James,Wright,7810.0,SUS00347,Ashley,Thompson,17.0,Male,Black,VIC00436,Linda,Jones,57.0,Male,7544927009,Hands/Feet,Medium,Pending,Dismissed,3.0,16164.57,No,No notes available
INC002992,Robbery,Central,Centerville,CA,8976 Lincoln St,44.08101,-88.191358,2018-03-04 20:58:17,OFF0014,Michelle,White,8210.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00570,Daniel,Green,12.0,Female,982-790-9947,Hands/Feet,Critical,Closed,Arrest Made,1.0,22702.04,Yes,Incident at 8976 Lincoln St. Officer responded at scene.
INC004496,Drunk Driving,central,Fairview,NY,7519 Sunset Blvd,34.4909,-95.494164,2023-04-10 22:43:32,OFF0096,Michael,Martin,3232.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00788,Nancy,Green,88.0,Female,338-819-2901,Bat,High,Closed,No Arrest,0.0,23630.9,No,Incident at 7519 Sunset Blvd. Officer responded at scene.
INC000990,Robbery,SOUTHEAST,Fairview,OH,3881 River Rd,40.104158,-89.324239,2019-06-11 15:36:51,OFF0047,Ashley,Johnson,5292.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00264,Sarah,Hill,60.0,Male,7169974291,Firearm,Medium,Under Investigation,Arrest Made,3.0,19254.51,No,No notes available
INC003510,Battery,North,Fairview,AZ,8296 Maple Dr,47.964511,-119.446447,2024-02-29 09:38:37,OFF0082,John,Wright,5873.0,SUS00014,Charles,Jackson,46.0,Other,Black,VIC00664,Matthew,Anderson,44.0,Female,881-696-8381,Knife,Medium,Closed,Arrest Made,3.0,48399.39,No,No notes available
INC000234,Hacking,Midtown,Oakdale,IL,5289 River Rd,32.327301,-112.722378,2019-03-21 21:30:34,OFF0011,Anthony,Wright,4451.0,SUS00441,Charles,Flores,54.0,Male,Black,VIC00356,Patricia,Moore,49.0,Male,649-329-3774,Firearm,Critical,Open,Arrest Made,0.0,46225.79,No,Incident at 5289 River Rd. Officer responded at scene.
INC001627,Cybercrime,West,Centerville,GA,1722 Maple Dr,27.634548,-106.905203,2021-12-17 04:52:04,OFF0129,Charles,Nguyen,3630.0,SUS00436,Mary,Torres,20.0,Female,BLACK,VIC00181,Michelle,Jones,49.0,Male,892-475-7034,Blunt Object,Medium,Closed,Arrest Made,4.0,23630.9,No,No notes available
INC002591,Drunk Driving,North,Oakdale,PA,173 Cedar Lane,32.810629,-116.242463,2022-04-21 01:26:01,OFF0031,Susan,Moore,8124.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00756,Ashley,Nguyen,62.0,Unknown,649-582-7470,Hands/Feet,High,Under Investigation,Arrest Made,5.0,23630.9,No,Incident at 173 Cedar Lane. Officer responded at scene.
INC001441,Drug Offense,midtown,Springfield,OH,4925 Washington Ave,37.823258,-94.6682905,2021-12-23 12:54:41,OFF0055,Robert,Anderson,8590.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00190,Nancy,Hall,17.0,Female,692-588-3713,Hands/Feet,Critical,Under Investigation,Arrest Made,2.0,23630.9,Yes,No notes available
INC001273,Arson,Central,Hillcrest,TX,7546 Cedar Lane,30.756101,-87.02352,2020-11-07 04:28:19,OFF0032,Donna,Young,6875.0,SUS00259,Jennifer,Hall,29.0,Male,Other,Unknown,Unknown,Unknown,49.0,Male,Unknown,Rifle,Low,Under Investigation,Arrest Made,4.0,47695.2,No,Incident at 7546 Cedar Lane. Officer responded at scene.
INC000935,Deception,Midtown,Riverside,CA,9173 Maple Dr,37.303635,-97.023944,2018-01-02 07:38:55,OFF0121,Susan,Smith,Unknown,SUS00196,Ashley,Lee,28.0,Female,Black,VIC00643,David,Thomas,67.0,Female,826-589-5988,Bat,High,Pending,No Arrest,3.0,38885.34,No,Incident at 9173 Maple Dr. Officer responded at scene.
INC003542,Theft,Northeast,Springfield,NC,1498 Elm Blvd,41.699856,-90.653747,2021-07-31 08:05:29,OFF0058,Michael,Hall,2653.0,SUS00053,Michelle,Thomas,25.0,Female,Black,VIC00339,John,Green,49.0,Other,Unknown,Unarmed,Medium,Closed,Dismissed,5.0,29996.33,No,Incident at 1498 Elm Blvd. Officer responded at scene.
INC002131,Fraud,Midtown,Maplewood,IL,3631 Sunset Blvd,41.67612,-77.944206,2018-04-20 11:24:00,OFF0149,Matthew,Jones,6955.0,SUS00797,Barbara,Anderson,25.0,Female,hispanic,VIC00856,Chris,Nguyen,23.0,Female,Unknown,Knife,Low,Under Investigation,No Arrest,2.0,24344.34,No,No notes available
INC002825,Burglary,Southwest,Centerville,PA,2876 Lincoln St,36.156491,-82.753833,2024-10-29 09:12:29,OFF0086,James,Moore,6651.0,SUS00695,David,Jackson,51.0,Female,Unknown,VIC00164,Mary,Wright,49.0,Male,7316553984,Firearm,Critical,Closed,Arrest Made,2.0,27463.91,No,No notes available
INC004014,Drunk Driving,Southeast,Fairview,IL,6810 Oak Ave,39.423429,-92.68095,2023-08-22 19:40:49,OFF0093,Daniel,Moore,6175.0,SUS00614,William,Taylor,19.0,Male,Black,VIC00148,Emily,Hall,44.0,Female,224-946-3578,Rifle,Low,Resolved,Arrest Made,5.0,23912.02,Yes,Incident at 6810 Oak Ave. Officer responded at scene.
INC000914,Abduction,Southwest,Hillcrest,NY,9232 Main St,30.112818,-102.037653,2023-08-16 10:55:03,OFF0133,Susan,Harris,5553.0,SUS00206,Patricia,Young,35.0,Female,asian,VIC00020,James,Torres,80.0,Female,(304) -50-1-3320,Bat,Critical,Closed,Arrest Made,0.0,35668.41,Yes,Incident at 9232 Main St. Officer responded at scene.
INC004756,Homicide,West,Springfield,NY,1898 Oak Ave,36.974169,-75.48016,2020-08-23 06:44:25,OFF0082,Jennifer,Jackson,5629.0,SUS00214,Mary,Harris,73.0,Female,Black,VIC00212,Sarah,Garcia,49.0,Male,402-592-9516,Rifle,High,Open,No Arrest,1.0,9840.92,Yes,Incident at 1898 Oak Ave. Officer responded at scene.
INC000631,Sexual Assault,Eas,Lakewood,FL,1017 Lincoln St,35.21482,-72.657327,2023-10-03 22:04:31,OFF0006,Richard,Brown,8502.0,SUS00792,Jessica,Walker,75.0,Male,White,VIC00940,David,Hall,23.0,Other,239-157-4394,Knife,Low,Open,Arrest Made,0.0,22854.79,No,Incident at 1017 Lincoln St. Officer responded at scene.
INC000367,Fraud,Southwest,Hillcrest,PA,2061 Oak Ave,36.837359,-108.484922,2021-03-02 23:17:22,OFF0015,Richard,Harris,1125.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00672,Barbara,Torres,49.0,Female,743-694-5099,Firearm,Low,Open,No Arrest,3.0,23630.9,Yes,Incident at 2061 Oak Ave. Officer responded at scene.
INC93190,Drunk Driving,southwest,Hillcrest,CA,428 Park Rd,25.147113,-105.985202,2020-12-26 04:04:15,OFF0044,michelle,Johnson,9630.0,SUS00772,David,Smith,70.0,Female,Black,VIC00388,Emily,Martin,49.0,Male,435-168-2432,Firearm,Critical,Open,Dismissed,5.0,25439.46,No,Incident at 428 Park Rd. Officer responded at scene.
INC002307,Theft,South,Maplewood,NY,3138 Elm Blvd,26.325326,-110.436789,2023-05-04 03:30:59,OFF0003,Matthew,Smith,7432.0,SUS00659,Anthony,Miller,24.0,Female,Black,VIC00235,James,Moore,31.0,Female,515-836-2160,Hands/Feet,Critical,Closed,Warning Issued,0.0,24798.63,Yes,Incident at 3138 Elm Blvd. Officer responded at scene.
INC001085,Manslaughter,Midtown,Oakdale,FL,8280 Lincoln St,47.120755,-109.802493,2024-08-22 21:39:58,OFF0048,karen,Moore,1924.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00515,David,Thomas,16.0,Female,394-861-2750,Hands/Feet,High,Closed,No Arrest,0.0,13133.69,Yes,Incident at 8280 Lincoln St. Officer responded at scene.
INC003450,Drunk Driving,Midtown,Oakdale,TX,8024 Lincoln St,40.203879,-107.144587,2024-06-06 22:08:52,OFF0038,Chris,Green,3161.0,SUS00447,Thomas,Wright,46.0,Female,white,VIC00889,Sarah,Garcia,87.0,Unknown,674-591-2941,Knife,Medium,Open,Arrest Made,0.0,13045.12,Yes,Incident at 8024 Lincoln St. Officer responded at scene.
INC001502,Domestic Violence,Southeast,Hillcrest,NC,2836 Sunset Blvd,31.939009,-72.326334,2018-09-24 15:08:05,OFF0077,Linda,Thompson,4880.0,SUS00632,Ashley,Taylor,46.0,Male,white,VIC00912,Karen,Green,90.0,Male,4179457157,Knife,Critical,Closed,Arrest Made,3.0,49147.08,No,Incident at 2836 Sunset Blvd. Officer responded at scene.
INC003432,Robbery,Southwest,Springfield,NY,7650 Oak Ave,38.234034,-113.323301,2024-01-01 22:29:52,OFF0138,Nancy,Moore,3378.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00274,Michelle,Wright,49.0,Male,250-546-1138,Rifle,Critical,Under Investigation,Warning Issued,2.0,12518.08,Yes,Incident at 7650 Oak Ave. Officer responded at scene.
INC004322,Cybercrime,Northeast,Fairview,GA,4476 River Rd,37.562221,-94.6682905,2018-01-12 21:59:10,OFF0052,Michael,Young,8712.0,SUS00079,Linda,Harris,41.0,Female,Unknown,VIC00086,Anthony,Johnson,49.0,Male,(412) -92-5-6621,Knife,Critical,Open,No Arrest,5.0,36453.43,No,Incident at 4476 River Rd. Officer responded at scene.
INC000318,Burglary,SOUTHEAST,Riverside,GA,8759 Sunset Blvd,36.747931,-96.975423,2023-03-24 18:26:58,OFF0072,donna,Williams,6836.0,SUS00095,Richard,Torres,27.0,Female,Other,Unknown,Unknown,Unknown,49.0,Male,Unknown,Blunt Object,Medium,Under Investigation,Warning Issued,2.0,8016.99,Yes,No notes available
INC002579,Murder,Northwest,Lakewood,OH,4350 Elm Blvd,38.084354,-103.429415,2024-07-08 03:27:49,OFF0118,Linda,Moore,2528.0,SUS00010,Richard,Anderson,32.0,Other,Other,VIC00461,Mary,Moore,49.0,Male,684-384-8789,Unarmed,Critical,Pending,Arrest Made,3.0,18807.48,Yes,No notes available
INC002412,Murder,North,Hillcrest,NY,7330 Maple Dr,35.294434,-101.434268,2018-09-03 12:12:49,OFF0028,Thomas,Garcia,2317.0,SUS00695,James,Hall,36.0,Unknown,hispanic,VIC00981,David,Nguyen,49.0,Female,Unknown,Rifle,High,Closed,Dismissed,2.0,38703.23,No,Incident at 7330 Maple Dr. Officer responded at scene.
INC002788,Sexual Assault,North,Oakdale,FL,4912 Maple Dr,37.178722,-87.009502,2022-11-07 17:55:07,OFF0128,David,Walker,4765.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00976,Richard,Anderson,26.0,Male,6074233442,Blunt Object,Medium,Closed,Arrest Made,4.0,49574.46,Yes,Incident at 4912 Maple Dr. Officer responded at scene.
INC94354,Kidnapping,Midtown,Riverside,FL,6225 Park Rd,36.047831,-86.902084,2021-07-31 08:05:29,OFF0123,michael,Smith,2683.0,Unknown,Unknown,Unknown,46.0,Female,Black,Unknown,Unknown,Unknown,49.0,Male,Unknown,Unarmed,Low,Under Investigation,Arrest Made,0.0,22795.34,No,Incident at 6225 Park Rd. Officer responded at scene.
INC002762,Vandalism,Northeast,Springfield,OH,8297 Elm Blvd,38.230818,-105.839785,2024-02-24 14:44:58,OFF0127,Donna,Jackson,5541.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00312,David,Torres,54.0,Unknown,319-113-4153,Firearm,Medium,Under Investigation,No Arrest,2.0,3184.27,Yes,Incident at 8297 Elm Blvd. Officer responded at scene.
INC001393,Robbery,Midtown,Fairview,FL,2251 Washington Ave,41.008606,-110.151693,2018-04-07 18:39:05,OFF0057,Charles,Harris,5288.0,SUS00633,Anthony,Smith,67.0,Male,Black,VIC00181,Jessica,White,66.0,Female,576-950-2359,Hands/Feet,Medium,Closed,Arrest Made,5.0,29704.19,Yes,Incident at 2251 Washington Ave. Officer responded at scene.
INC002491,Deception,Southeast,Centerville,IL,2335 Main St,34.156439,-84.884085,2019-12-09 19:28:45,OFF0092,John,Jones,8508.0,SUS00426,Jennifer,Martin,41.0,Male,white,VIC00068,Patricia,Walker,47.0,Male,253-464-6775,Hands/Feet,Medium,Open,Warning Issued,4.0,18968.28,Yes,Incident at 2335 Main St. Officer responded at scene.
INC004047,Arson,North,Maplewood,NC,371 Maple Dr,44.831783,-84.38183,2022-10-15 16:53:59,OFF0052,Patricia,Anderson,3699.0,Unknown,Unknown,Unknown,46.0,Female,Black,Unknown,Unknown,Unknown,49.0,Male,Unknown,Unarmed,Critical,Pending,Dismissed,4.0,23630.9,No,No notes available
INC003519,Vandalism,central,Riverside,FL,8393 Sunset Blvd,46.79278,-121.589582,2019-09-25 16:12:59,OFF0105,Emily,Young,9631.0,SUS00725,Anthony,Jones,42.0,Male,Black,VIC00912,Michael,Jackson,30.0,Female,455-257-8016,Hands/Feet,Low,Under Investigation,No Arrest,3.0,9965.22,No,Incident at 8393 Sunset Blvd. Officer responded at scene.
INC004879,Domestic Violence,Midtown,Springfield,NC,4722 Oak Ave,41.575582,-89.425983,2020-06-09 05:38:57,OFF0057,Thomas,Davis,5302.0,SUS00130,Chris,Anderson,50.0,Female,Black,VIC00403,Mark,Johnson,59.0,Male,Unknown,Knife,Low,Closed,Warning Issued,0.0,5541.84,No,Incident at 4722 Oak Ave. Officer responded at scene.
INC003179,Trespass,Northwest,Lakewood,FL,9366 Park Rd,45.153747,-76.806064,2024-10-05 19:14:26,OFF0136,Emily,Walker,3071.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00300,Barbara,Hall,90.0,Male,Unknown,Knife,Critical,Closed,No Arrest,3.0,40866.19,No,Incident at 9366 Park Rd. Officer responded at scene.
INC002297,Cybercrime,Eas,Riverside,NY,1769 Park Rd,25.926742,-117.964799,2021-06-18 19:01:24,OFF0092,Jennifer,Williams,6789.0,SUS00408,Mark,Green,37.0,Female,Black,VIC00548,David,Hall,27.0,Female,777-163-1672,Blunt Object,Low,Under Investigation,Arrest Made,5.0,24390.65,No,Incident at 1769 Park Rd. Officer responded at scene.
INC002391,Trespassing,Midtown,Riverside,OH,5694 Elm Blvd,32.708235,-106.133327,2021-07-31 08:05:29,OFF0121,Jessica,Harris,5912.0,SUS00773,Thomas,Martin,37.0,Female,Other,VIC00154,Michael,Williams,68.0,Male,574-795-9550,Rifle,Critical,Open,No Arrest,2.0,17882.32,No,Incident at 5694 Elm Blvd. Officer responded at scene.
INC002240,Arson,North,Centerville,AZ,3408 Sunset Blvd,32.149836,-89.072281,2024-08-27 17:15:40,OFF0030,Jennifer,Johnson,3406.0,Unknown,Unknown,Unknown,46.0,Female,Black,VIC00945,Nancy,Williams,61.0,Male,861-892-9839,Unarmed,Medium,Closed,Warning Issued,2.0,36644.58,No,No notes available
INC000749,Vandalism,East,Lakewood,OH,3942 Washington Ave,27.100904,-107.621207,2020-01-01 04:10:49,OFF0014,  Chris  ,Harris,6142.0,SUS00321,Nancy,Scott,48.0,Female,Other,VIC00068,Mark,Garcia,17.0,Other,489-641-5874,Knife,Medium,Closed,Arrest Made,3.0,14000.99,Yes,Incident at 3942 Washington Ave. Officer responded at scene.
